1.15		3.82533e-06		-0.000151534
1.1503		8.56655e-05		4.06693e-05
1.1506		0.000220487		-8.60636e-06
1.1509		0.000169506		-9.34608e-07
1.1512		-0.000124735		5.85894e-05
1.1515		-0.000148714		0.000189959
1.1518		1.96308e-05		0.000109657
1.15211		-6.99277e-05		-0.000195002
1.15241		-0.000153769		-0.000170322
1.15271		1.27545e-06		3.67366e-05
1.15301		7.26759e-05		-7.173e-05
1.15331		5.70651e-05		1.79357e-05
1.15361		-1.83418e-05		0.000102109
1.15391		2.94298e-05		-3.62677e-05
1.15421		-7.25966e-05		1.27066e-06
1.15451		-0.000116459		-5.4984e-05
1.15481		5.83233e-05		7.75802e-05
1.15511		9.28264e-05		3.1329e-05
1.15541		9.09657e-05		-7.74828e-05
1.15571		-9.3077e-05		0.000140191
1.15602		-6.04751e-05		0.000123306
1.15632		-1.83925e-05		0.000122084
1.15662		-0.000112927		8.88849e-05
1.15692		5.25623e-05		-1.31309e-05
1.15722		-9.83395e-05		-1.15512e-05
1.15752		-0.000126167		4.77343e-05
1.15782		3.12695e-05		0.000184314
1.15812		-5.74685e-06		-5.68398e-06
1.15842		-2.75823e-05		-4.11756e-05
1.15872		-0.000101603		-4.91959e-05
1.15902		-1.9704e-05		-9.84566e-05
1.15932		-8.38315e-06		-2.99676e-05
1.15962		0.000153632		-8.7521e-05
1.15992		0.000129655		-8.45821e-05
1.16023		3.03474e-05		-0.000149374
1.16053		9.96406e-05		5.24596e-05
1.16083		1.78322e-05		-3.64816e-05
1.16113		0.000187745		-1.53746e-06
1.16143		6.1031e-05		9.98472e-05
1.16173		0.000118741		-9.01164e-05
1.16203		-1.74984e-05		0.000158105
1.16233		-0.000174894		9.06088e-05
1.16263		7.3899e-05		0.000107205
1.16293		-9.81893e-05		-7.54711e-05
1.16323		-8.51045e-05		-0.000223581
1.16353		2.63374e-05		-1.93461e-05
1.16383		0.000133686		-0.000134004
1.16414		0.000101598		-7.24859e-05
1.16444		0.000116453		0.000195944
1.16474		0.000112394		5.04476e-05
1.16504		-8.30889e-05		-6.67858e-05
1.16534		-0.000268912		0.000140082
1.16564		-8.12412e-05		-4.8769e-05
1.16594		3.86094e-05		-4.50901e-05
1.16624		-7.65414e-05		-0.000197068
