                 phi                theta              weights
            0.000000;             0.000000;             0.000489
            0.000000;             0.017649;             0.000979
            1.570796;             0.017649;             0.000979
            3.141593;             0.017649;             0.000979
            4.712389;             0.017649;             0.000979
            0.000000;             0.035299;             0.000978
            0.785398;             0.035299;             0.000978
            1.570796;             0.035299;             0.000978
            2.356194;             0.035299;             0.000978
            3.141593;             0.035299;             0.000978
            3.926991;             0.035299;             0.000978
            4.712389;             0.035299;             0.000978
            5.497787;             0.035299;             0.000978
            0.000000;             0.052948;             0.000978
            0.523599;             0.052948;             0.000978
            1.047198;             0.052948;             0.000978
            1.570796;             0.052948;             0.000978
            2.094395;             0.052948;             0.000978
            2.617994;             0.052948;             0.000978
            3.141593;             0.052948;             0.000978
            3.665191;             0.052948;             0.000978
            4.188790;             0.052948;             0.000978
            4.712389;             0.052948;             0.000978
            5.235988;             0.052948;             0.000978
            5.759587;             0.052948;             0.000978
            0.000000;             0.070598;             0.000978
            0.392699;             0.070598;             0.000978
            0.785398;             0.070598;             0.000978
            1.178097;             0.070598;             0.000978
            1.570796;             0.070598;             0.000978
            1.963495;             0.070598;             0.000978
            2.356194;             0.070598;             0.000978
            2.748894;             0.070598;             0.000978
            3.141593;             0.070598;             0.000978
            3.534292;             0.070598;             0.000978
            3.926991;             0.070598;             0.000978
            4.319690;             0.070598;             0.000978
            4.712389;             0.070598;             0.000978
            5.105088;             0.070598;             0.000978
            5.497787;             0.070598;             0.000978
            5.890486;             0.070598;             0.000978
            0.000000;             0.088247;             0.000977
            0.314159;             0.088247;             0.000977
            0.628319;             0.088247;             0.000977
            0.942478;             0.088247;             0.000977
            1.256637;             0.088247;             0.000977
            1.570796;             0.088247;             0.000977
            1.884956;             0.088247;             0.000977
            2.199115;             0.088247;             0.000977
            2.513274;             0.088247;             0.000977
            2.827433;             0.088247;             0.000977
            3.141593;             0.088247;             0.000977
            3.455752;             0.088247;             0.000977
            3.769911;             0.088247;             0.000977
            4.084070;             0.088247;             0.000977
            4.398230;             0.088247;             0.000977
            4.712389;             0.088247;             0.000977
            5.026548;             0.088247;             0.000977
            5.340708;             0.088247;             0.000977
            5.654867;             0.088247;             0.000977
            5.969026;             0.088247;             0.000977
            0.000000;             0.105896;             0.000977
            0.261799;             0.105896;             0.000977
            0.523599;             0.105896;             0.000977
            0.785398;             0.105896;             0.000977
            1.047198;             0.105896;             0.000977
            1.308997;             0.105896;             0.000977
            1.570796;             0.105896;             0.000977
            1.832596;             0.105896;             0.000977
