1.09		-0.000408371		9.34376e-05
1.09065		-0.000163933		0.000270793
1.0913		-0.000479215		-3.01363e-05
1.09195		-0.000132309		-0.000393125
1.09261		0.00023887		-0.000540858
1.09326		7.23717e-05		-0.000203851
1.09391		0.000434193		0.000344323
1.09456		0.000313213		-0.000331188
1.09521		-4.88773e-05		9.72749e-05
1.09586		0.000198496		0.000542817
1.09652		-0.000124835		-9.52138e-05
1.09717		-0.000678843		-0.000527285
1.09782		0.00018806		6.21119e-05
1.09847		0.000532222		-0.000123671
1.09912		0.000173897		0.000286357
1.09977		0.000174613		0.000340791
1.10043		-0.000341857		0.0005267
1.10108		-0.000178632		-8.70313e-05
1.10173		-1.76099e-05		-0.000385018
1.10238		0.000179741		-0.000805598
1.10303		-0.000298227		0.000684873
1.10368		0.000580884		2.57928e-05
1.10434		-7.5346e-05		0.000366219
1.10499		-0.000401325		0.000143657
1.10564		-0.000187576		-0.000201779
1.10629		-0.000196227		0.000892303
1.10694		-0.00048644		-0.00132145
1.10759		-2.85367e-05		-0.000269415
1.10825		0.000417445		5.79042e-05
1.1089		-0.000243229		-4.30086e-05
1.10955		0.000452873		-0.000391991
1.1102		0.000700208		-6.51181e-05
1.11085		-0.000118975		-0.000246954
1.1115		0.000788212		0.000731291
1.11216		-4.15271e-05		0.000229939
1.11281		-0.00177112		-0.000222794
1.11346		0.000118252		0.000242306
1.11411		0.00110281		-0.00015363
1.11476		0.000265277		-0.000129402
1.11541		-0.000295909		0.000778525
1.11607		0.000721467		-0.000602757
1.11672		-0.000299075		0.000204992
1.11737		-0.000410305		0.00093317
1.11802		-0.000696133		0.000463844
1.11867		-4.02583e-05		-0.000470885
1.11932		-0.000584558		-0.000606166
1.11997		-0.000469039		-6.24488e-05
1.12063		-0.000358992		-0.000660917
1.12128		0.000271169		-0.000584287
1.12193		0.000752145		-0.000212336
1.12258		0.000320839		0.000134897
1.12323		0.000500346		0.000511362
1.12388		0.000973638		-0.000243975
1.12454		-0.000325607		-0.00035246
1.12519		-0.000293043		-6.01357e-05
1.12584		-1.25326e-05		0.000242804
1.12649		0.000228068		0.000381981
1.12714		0.000295771		0.0013493
1.12779		9.72196e-05		0.000533111
1.12845		-0.000900715		-4.19572e-05
1.1291		-0.000900876		-0.000299192
1.12975		-0.000237666		-0.000419099
1.1304		-1.40994e-05		-0.000151443
1.13105		0.000464461		-0.000538166
1.1317		0.000470876		-0.000928649
1.13236		0.000164957		0.000209991
1.13301		-0.000451361		9.40683e-05
1.13366		-0.000322326		0.000113123
1.13431		3.67356e-05		-0.000442796
1.13496		0.00139264		0.000661081
1.13561		0.00311889		-0.00102035
1.13627		0.00328757		0.00246161
1.13692		0.00639296		-6.53356e-05
1.13757		-0.0107436		-0.00537276
1.13822		-0.00869529		-0.013353
1.13887		-0.0108043		-0.0140793
1.13952		-0.0108151		-0.0115635
1.14018		-0.017496		0.0042245
1.14083		-0.0267969		0.00121138
1.14148		-0.016237		-0.00505971
1.14213		-0.020918		0.00498776
1.14278		-0.0217397		-0.0112879
1.14343		-0.0185285		0.00635015
1.14409		-0.010875		-0.00397836
1.14474		-0.0176602		0.0107319
1.14539		-0.00809178		-0.0195811
1.14604		-0.0104892		-0.00315496
1.14669		-0.0255842		-0.00501514
1.14734		-0.00737013		-0.00571731
1.148		-0.0277948		0.00314693
1.14865		-0.0232469		-0.00360452
1.1493		-0.020671		-0.000628737
1.14995		-0.00507597		-0.00235096
1.1506		-0.0196206		0.00552372
1.15125		-0.0109534		0.0106956
1.1519		-0.0163647		-0.00546088
1.15256		-0.0120189		-0.00174819
1.15321		-0.0100386		-0.00145918
1.15386		-0.0163701		-0.00965082
1.15451		-0.0228731		0.0036727
1.15516		-0.0221216		-0.00913961
1.15581		-0.0188974		-0.00283922
1.15647		-0.0159168		-0.00889417
1.15712		-0.0241373		-0.00360774
1.15777		-0.0102606		-0.00192119
1.15842		-0.0213301		-0.00413803
1.15907		-0.0111615		-0.00721724
1.15972		-0.0119432		0.000243824
1.16038		-0.0251227		0.00202334
1.16103		-0.0191763		-0.00517737
1.16168		-0.0175064		-0.00601278
1.16233		-0.00778234		0.007725
1.16298		-0.0204131		-0.00376669
1.16363		-0.0146234		0.00684917
1.16429		-0.019965		0.00282964
1.16494		-0.0174427		0.0131193
1.16559		-0.0161074		-0.00617025
1.16624		-0.00732194		-0.00395466
1.16689		-0.00834244		-0.00595249
1.16754		-0.00810257		0.00881159
1.1682		-0.0201234		0.00344629
1.16885		-0.0093382		-0.00347451
1.1695		-0.0180577		0.00318855
1.17015		-0.00593589		-0.000531327
1.1708		-0.0245457		-0.00661607
1.17145		-0.0148166		-0.00983338
1.17211		-0.00436974		-0.00146911
1.17276		-0.0115411		0.00786974
1.17341		-0.0137775		0.00374525
1.17406		-0.0130284		-0.00266846
1.17471		0.00186919		0.00730677
1.17536		-0.0292001		0.000338543
1.17602		-0.013608		0.00974768
1.17667		-0.019237		-0.00623621
1.17732		0.000721076		0.00015577
1.17797		-0.0170571		-0.00321501
1.17862		-0.0145054		0.00154336
1.17927		-0.00326622		-0.0133189
1.17992		-0.0139957		0.0178295
1.18058		-0.0111733		0.000314181
1.18123		-0.0126834		0.0056174
1.18188		-0.0131111		-0.004136
