                 phi                theta              weights
            0.000000;             0.000000;             0.000100
            0.000000;             0.007974;             0.000799
            0.000000;             0.015947;             0.001598
            0.000000;             0.023921;             0.002397
            0.000000;             0.031894;             0.003195
            0.000000;             0.039868;             0.003994
            0.000000;             0.047842;             0.004792
            0.000000;             0.055815;             0.005590
            0.000000;             0.063789;             0.006387
            0.000000;             0.071762;             0.007184
            0.000000;             0.079736;             0.007981
            0.000000;             0.087709;             0.008777
            0.000000;             0.095683;             0.009573
            0.000000;             0.103657;             0.010368
            0.000000;             0.111630;             0.011162
            0.000000;             0.119604;             0.011956
            0.000000;             0.127577;             0.012748
            0.000000;             0.135551;             0.013540
            0.000000;             0.143525;             0.014332
            0.000000;             0.151498;             0.015122
            0.000000;             0.159472;             0.015911
            0.000000;             0.167445;             0.016700
            0.000000;             0.175419;             0.017487
            0.000000;             0.183392;             0.018273
            0.000000;             0.191366;             0.019058
            0.000000;             0.199340;             0.019842
            0.000000;             0.207313;             0.020624
            0.000000;             0.215287;             0.021405
            0.000000;             0.223260;             0.022185
            0.000000;             0.231234;             0.022963
            0.000000;             0.239208;             0.023740
            0.000000;             0.247181;             0.024516
            0.000000;             0.255155;             0.025290
            0.000000;             0.263128;             0.026062
            0.000000;             0.271102;             0.026833
            0.000000;             0.279075;             0.027601
            0.000000;             0.287049;             0.028369
            0.000000;             0.295023;             0.029134
            0.000000;             0.302996;             0.029897
            0.000000;             0.310970;             0.030659
            0.000000;             0.318943;             0.031419
            0.000000;             0.326917;             0.032176
            0.000000;             0.334891;             0.032932
            0.000000;             0.342864;             0.033685
            0.000000;             0.350838;             0.034437
            0.000000;             0.358811;             0.035186
            0.000000;             0.366785;             0.035933
            0.000000;             0.374759;             0.036678
            0.000000;             0.382732;             0.037420
            0.000000;             0.390706;             0.038160
            0.000000;             0.398679;             0.038897
            0.000000;             0.406653;             0.039632
            0.000000;             0.414626;             0.040365
            0.000000;             0.422600;             0.041095
            0.000000;             0.430574;             0.041822
            0.000000;             0.438547;             0.042547
            0.000000;             0.446521;             0.043269
            0.000000;             0.454494;             0.043988
            0.000000;             0.462468;             0.044704
            0.000000;             0.470442;             0.045418
            0.000000;             0.478415;             0.046129
            0.000000;             0.486389;             0.046837
            0.000000;             0.494362;             0.047541
            0.000000;             0.502336;             0.048243
            0.000000;             0.510309;             0.048942
            0.000000;             0.518283;             0.049637
            0.000000;             0.526257;             0.050330
            0.000000;             0.534230;             0.051019
            0.000000;             0.542204;             0.051705
            0.000000;             0.550177;             0.052388
            0.000000;             0.558151;             0.053067
            0.000000;             0.566125;             0.053743
            0.000000;             0.574098;             0.054416
            0.000000;             0.582072;             0.055085
            0.000000;             0.590045;             0.055750
            0.000000;             0.598019;             0.056413
            0.000000;             0.605992;             0.057071
            0.000000;             0.613966;             0.057726
            0.000000;             0.621940;             0.058377
            0.000000;             0.629913;             0.059025
            0.000000;             0.637887;             0.059668
            0.000000;             0.645860;             0.060308
            0.000000;             0.653834;             0.060944
            0.000000;             0.661808;             0.061577
            0.000000;             0.669781;             0.062205
            0.000000;             0.677755;             0.062829
            0.000000;             0.685728;             0.063450
            0.000000;             0.693702;             0.064066
            0.000000;             0.701676;             0.064678
            0.000000;             0.709649;             0.065286
            0.000000;             0.717623;             0.065890
